date,ticker,company,sector,open_price,high_price,low_price,close_price,volume,price_change,daily_return,price_range,price_range_pct
2023-04-17,AXISBANK.NS,Axis Bank,Banking,882.0,882.0,861.0,864.55,22577380,0.2,0.0231,21.0,2.439
2023-04-18,AXISBANK.NS,Axis Bank,Banking,865.35,872.0,857.1,863.35,17238709,-1.2,-0.1388,14.9,1.7384
2023-04-19,AXISBANK.NS,Axis Bank,Banking,865.0,874.5,862.55,873.4,23494247,10.05,1.1641,11.95,1.3854
2023-04-20,AXISBANK.NS,Axis Bank,Banking,874.8,875.6,864.15,868.75,19444753,-4.65,-0.5324,11.45,1.325
2023-04-21,AXISBANK.NS,Axis Bank,Banking,870.8,873.85,857.5,864.2,15520786,-4.55,-0.5237,16.35,1.9067
2023-04-24,AXISBANK.NS,Axis Bank,Banking,868.0,884.4,860.5,882.3,18201632,18.1,2.0944,23.9,2.7775
2023-04-25,AXISBANK.NS,Axis Bank,Banking,885.0,895.8,874.4,878.35,36394389,-3.95,-0.4477,21.4,2.4474
2023-04-26,AXISBANK.NS,Axis Bank,Banking,877.4,889.45,875.2,887.65,19468723,9.3,1.0588,14.25,1.6282
2023-04-27,AXISBANK.NS,Axis Bank,Banking,888.0,890.0,877.5,881.4,15992383,-6.25,-0.7041,12.5,1.4245
2023-04-28,AXISBANK.NS,Axis Bank,Banking,885.1,890.05,853.65,860.0,23004117,-21.4,-2.428,36.4,4.264
2023-05-02,AXISBANK.NS,Axis Bank,Banking,870.0,876.4,864.25,870.65,12947953,10.65,1.2384,12.15,1.4058
2023-05-03,AXISBANK.NS,Axis Bank,Banking,863.85,866.85,854.05,859.85,15103015,-10.8,-1.2405,12.8,1.4987
2023-05-04,AXISBANK.NS,Axis Bank,Banking,860.0,867.15,857.5,865.95,9756391,6.1,0.7094,9.65,1.1254
2023-05-05,AXISBANK.NS,Axis Bank,Banking,867.15,885.0,862.75,865.3,14343308,-0.65,-0.0751,22.25,2.579
2023-05-08,AXISBANK.NS,Axis Bank,Banking,865.3,881.4,865.3,878.45,7007882,13.15,1.5197,16.1,1.8606
2023-05-09,AXISBANK.NS,Axis Bank,Banking,882.2,890.2,880.0,888.25,12117151,9.8,1.1156,10.2,1.1591
2023-05-10,AXISBANK.NS,Axis Bank,Banking,892.0,892.5,877.55,889.9,11893027,1.65,0.1858,14.95,1.7036
2023-05-11,AXISBANK.NS,Axis Bank,Banking,891.0,900.0,889.0,895.95,13816121,6.05,0.6799,11.0,1.2373
2023-05-12,AXISBANK.NS,Axis Bank,Banking,895.2,913.6,894.0,910.65,10533272,14.7,1.6407,19.6,2.1924
2023-05-15,AXISBANK.NS,Axis Bank,Banking,910.65,919.5,909.15,915.8,7339579,5.15,0.5655,10.35,1.1384
2023-05-16,AXISBANK.NS,Axis Bank,Banking,916.2,922.5,912.0,917.8,12567615,2.0,0.2184,10.5,1.1513
2023-05-17,AXISBANK.NS,Axis Bank,Banking,917.7,918.9,911.25,914.8,10248327,-3.0,-0.3269,7.65,0.8395
2023-05-18,AXISBANK.NS,Axis Bank,Banking,920.0,929.5,912.6,914.7,13614127,-0.1,-0.0109,16.9,1.8519
2023-05-19,AXISBANK.NS,Axis Bank,Banking,920.9,927.0,908.95,924.05,8393002,9.35,1.0222,18.05,1.9858
2023-05-22,AXISBANK.NS,Axis Bank,Banking,923.0,927.75,914.4,917.55,9383158,-6.5,-0.7034,13.35,1.46
2023-05-23,AXISBANK.NS,Axis Bank,Banking,917.55,922.5,912.4,916.15,8273445,-1.4,-0.1526,10.1,1.107
2023-05-24,AXISBANK.NS,Axis Bank,Banking,911.15,920.85,910.2,917.7,6248545,1.55,0.1692,10.65,1.1701
2023-05-25,AXISBANK.NS,Axis Bank,Banking,916.7,923.55,912.45,921.05,8149350,3.35,0.365,11.1,1.2165
2023-05-26,AXISBANK.NS,Axis Bank,Banking,918.0,927.9,915.0,926.95,4908462,5.9,0.6406,12.9,1.4098
2023-05-29,AXISBANK.NS,Axis Bank,Banking,931.0,937.7,928.05,929.8,7133871,2.85,0.3075,9.65,1.0398
2023-05-30,AXISBANK.NS,Axis Bank,Banking,930.8,939.7,928.05,937.45,7804403,7.65,0.8228,11.65,1.2553
2023-05-31,AXISBANK.NS,Axis Bank,Banking,937.35,939.9,910.2,914.85,34757004,-22.6,-2.4108,29.7,3.263
2023-06-01,AXISBANK.NS,Axis Bank,Banking,922.0,930.95,916.05,919.7,11817533,4.85,0.5301,14.9,1.6266
2023-06-02,AXISBANK.NS,Axis Bank,Banking,922.65,930.5,920.25,926.1,11616991,6.4,0.6959,10.25,1.1138
2023-06-05,AXISBANK.NS,Axis Bank,Banking,927.6,953.9,927.6,950.85,14520005,24.75,2.6725,26.3,2.8353
2023-06-06,AXISBANK.NS,Axis Bank,Banking,951.1,970.75,951.1,968.2,14457988,17.35,1.8247,19.65,2.066
2023-06-07,AXISBANK.NS,Axis Bank,Banking,972.95,981.25,968.1,976.75,15795824,8.55,0.8831,13.15,1.3583
2023-06-08,AXISBANK.NS,Axis Bank,Banking,973.05,974.85,959.9,962.1,10209982,-14.65,-1.4999,14.95,1.5574
2023-06-09,AXISBANK.NS,Axis Bank,Banking,967.0,981.7,963.3,974.75,12947464,12.65,1.3148,18.4,1.9101
2023-06-12,AXISBANK.NS,Axis Bank,Banking,973.0,977.9,968.6,974.2,7465375,-0.55,-0.0564,9.3,0.9602
2023-06-13,AXISBANK.NS,Axis Bank,Banking,974.3,989.7,974.3,985.85,15233785,11.65,1.1958,15.4,1.5806
2023-06-14,AXISBANK.NS,Axis Bank,Banking,986.0,988.2,976.0,977.7,8644423,-8.15,-0.8267,12.2,1.25
2023-06-15,AXISBANK.NS,Axis Bank,Banking,988.35,989.0,972.2,977.15,15978311,-0.55,-0.0563,16.8,1.728
2023-06-16,AXISBANK.NS,Axis Bank,Banking,982.8,985.45,977.2,981.55,8860900,4.4,0.4503,8.25,0.8442
2023-06-19,AXISBANK.NS,Axis Bank,Banking,983.85,986.0,961.0,965.65,11025846,-15.9,-1.6199,25.0,2.6015
2023-06-20,AXISBANK.NS,Axis Bank,Banking,965.95,977.0,958.55,974.85,7596593,9.2,0.9527,18.45,1.9248
2023-06-21,AXISBANK.NS,Axis Bank,Banking,978.3,978.3,963.15,966.0,7805855,-8.85,-0.9078,15.15,1.573
2023-06-22,AXISBANK.NS,Axis Bank,Banking,962.2,973.45,958.7,966.6,10135883,0.6,0.0621,14.75,1.5385
2023-06-23,AXISBANK.NS,Axis Bank,Banking,960.0,965.5,954.55,958.4,6188008,-8.2,-0.8483,10.95,1.1471
2023-06-26,AXISBANK.NS,Axis Bank,Banking,959.5,963.5,953.1,960.55,5799528,2.15,0.2243,10.4,1.0912
2023-06-27,AXISBANK.NS,Axis Bank,Banking,967.0,976.0,960.8,973.25,6921886,12.7,1.3222,15.2,1.582
2023-06-28,AXISBANK.NS,Axis Bank,Banking,979.0,984.0,967.0,978.2,10010996,4.95,0.5086,17.0,1.758
2023-06-30,AXISBANK.NS,Axis Bank,Banking,977.1,989.85,976.0,987.45,7096350,9.25,0.9456,13.85,1.4191
2023-07-03,AXISBANK.NS,Axis Bank,Banking,990.0,990.0,978.0,982.1,5562743,-5.35,-0.5418,12.0,1.227
2023-07-04,AXISBANK.NS,Axis Bank,Banking,982.1,984.85,969.0,970.7,7396806,-11.4,-1.1608,15.85,1.6357
2023-07-05,AXISBANK.NS,Axis Bank,Banking,969.0,975.5,962.1,966.5,8200047,-4.2,-0.4327,13.4,1.3928
2023-07-06,AXISBANK.NS,Axis Bank,Banking,961.0,986.1,961.0,980.95,10221727,14.45,1.4951,25.1,2.6119
2023-07-07,AXISBANK.NS,Axis Bank,Banking,976.25,989.45,971.8,976.7,6236524,-4.25,-0.4333,17.65,1.8162
2023-07-10,AXISBANK.NS,Axis Bank,Banking,976.7,986.0,960.4,964.05,7138850,-12.65,-1.2952,25.6,2.6656
2023-07-11,AXISBANK.NS,Axis Bank,Banking,967.9,971.75,950.6,953.2,10616390,-10.85,-1.1255,21.15,2.2249
2023-07-12,AXISBANK.NS,Axis Bank,Banking,956.7,957.55,947.0,950.0,10141257,-3.2,-0.3357,10.55,1.114
2023-07-13,AXISBANK.NS,Axis Bank,Banking,956.3,966.0,952.15,960.15,13079930,10.15,1.0684,13.85,1.4546
2023-07-14,AXISBANK.NS,Axis Bank,Banking,964.45,967.0,947.75,957.05,5383514,-3.1,-0.3229,19.25,2.0311
2023-07-17,AXISBANK.NS,Axis Bank,Banking,960.0,968.9,950.45,964.85,8472444,7.8,0.815,18.45,1.9412
2023-07-18,AXISBANK.NS,Axis Bank,Banking,964.0,979.95,951.3,963.65,14457717,-1.2,-0.1244,28.65,3.0117
2023-07-19,AXISBANK.NS,Axis Bank,Banking,964.0,969.9,956.5,964.3,7574544,0.65,0.0674,13.4,1.4009
2023-07-20,AXISBANK.NS,Axis Bank,Banking,963.9,979.9,957.6,977.9,15329753,13.6,1.4104,22.3,2.3287
2023-07-21,AXISBANK.NS,Axis Bank,Banking,971.6,985.0,968.0,971.3,6230317,-6.6,-0.6749,17.0,1.7562
2023-07-24,AXISBANK.NS,Axis Bank,Banking,973.45,984.95,968.8,971.5,9167788,0.2,0.0206,16.15,1.667
2023-07-25,AXISBANK.NS,Axis Bank,Banking,977.65,977.65,953.8,962.5,13448045,-9.0,-0.9264,23.85,2.5005
2023-07-26,AXISBANK.NS,Axis Bank,Banking,966.85,980.0,963.3,976.8,8298226,14.3,1.4857,16.7,1.7336
2023-07-27,AXISBANK.NS,Axis Bank,Banking,989.35,990.0,955.75,959.9,17858061,-16.9,-1.7301,34.25,3.5836
2023-07-28,AXISBANK.NS,Axis Bank,Banking,959.9,969.75,942.2,949.95,8504392,-9.95,-1.0366,27.55,2.924
2023-07-31,AXISBANK.NS,Axis Bank,Banking,954.7,958.6,948.3,953.9,6601991,3.95,0.4158,10.3,1.0862
2023-08-01,AXISBANK.NS,Axis Bank,Banking,956.0,964.0,952.0,959.9,8409096,6.0,0.629,12.0,1.2605
2023-08-02,AXISBANK.NS,Axis Bank,Banking,951.5,958.9,936.6,945.25,9324465,-14.65,-1.5262,22.3,2.381
2023-08-03,AXISBANK.NS,Axis Bank,Banking,944.1,946.6,927.15,935.55,17076611,-9.7,-1.0262,19.45,2.0978
2023-08-04,AXISBANK.NS,Axis Bank,Banking,947.0,954.85,934.65,952.25,12376086,16.7,1.785,20.2,2.1612
2023-08-07,AXISBANK.NS,Axis Bank,Banking,952.25,955.0,944.55,947.4,10922609,-4.85,-0.5093,10.45,1.1063
2023-08-08,AXISBANK.NS,Axis Bank,Banking,950.0,959.9,944.05,952.9,11512735,5.5,0.5805,15.85,1.6789
2023-08-09,AXISBANK.NS,Axis Bank,Banking,952.0,953.3,944.3,950.0,7701831,-2.9,-0.3043,9.0,0.9531
2023-08-10,AXISBANK.NS,Axis Bank,Banking,948.0,951.95,937.3,939.75,13590891,-10.25,-1.0789,14.65,1.563
2023-08-11,AXISBANK.NS,Axis Bank,Banking,937.5,945.7,933.0,937.2,9558237,-2.55,-0.2713,12.7,1.3612
2023-08-14,AXISBANK.NS,Axis Bank,Banking,935.0,943.3,928.9,939.95,7172522,2.75,0.2934,14.4,1.5502
2023-08-16,AXISBANK.NS,Axis Bank,Banking,935.95,940.0,931.3,933.05,7394623,-6.9,-0.7341,8.7,0.9342
2023-08-17,AXISBANK.NS,Axis Bank,Banking,935.95,943.0,931.65,936.55,9336994,3.5,0.3751,11.35,1.2183
2023-08-18,AXISBANK.NS,Axis Bank,Banking,934.85,945.95,931.05,943.05,6648744,6.5,0.694,14.9,1.6003
2023-08-21,AXISBANK.NS,Axis Bank,Banking,944.2,954.25,943.95,952.6,6822155,9.55,1.0127,10.3,1.0912
2023-08-22,AXISBANK.NS,Axis Bank,Banking,953.85,959.1,948.65,957.05,10860061,4.45,0.4671,10.45,1.1016
2023-08-23,AXISBANK.NS,Axis Bank,Banking,962.0,980.45,958.4,979.25,12677151,22.2,2.3196,22.05,2.3007
2023-08-24,AXISBANK.NS,Axis Bank,Banking,984.8,994.25,979.1,981.35,11899556,2.1,0.2144,15.15,1.5473
2023-08-25,AXISBANK.NS,Axis Bank,Banking,974.0,988.2,970.8,983.1,6228241,1.75,0.1783,17.4,1.7923
2023-08-28,AXISBANK.NS,Axis Bank,Banking,980.1,992.5,980.1,990.2,8451441,7.1,0.7222,12.4,1.2652
2023-08-29,AXISBANK.NS,Axis Bank,Banking,990.2,991.0,977.5,980.7,8114141,-9.5,-0.9594,13.5,1.3811
2023-08-30,AXISBANK.NS,Axis Bank,Banking,983.0,998.0,980.0,983.35,9023083,2.65,0.2702,18.0,1.8367
2023-08-31,AXISBANK.NS,Axis Bank,Banking,981.8,994.7,968.6,973.5,21558300,-9.85,-1.0017,26.1,2.6946
2023-09-01,AXISBANK.NS,Axis Bank,Banking,974.25,993.0,969.0,991.15,10946742,17.65,1.813,24.0,2.4768
2023-09-04,AXISBANK.NS,Axis Bank,Banking,993.75,994.55,980.0,982.25,6727188,-8.9,-0.8979,14.55,1.4847
2023-09-05,AXISBANK.NS,Axis Bank,Banking,985.45,986.2,977.9,981.45,10548660,-0.8,-0.0814,8.3,0.8488
2023-09-06,AXISBANK.NS,Axis Bank,Banking,981.45,983.15,961.8,965.05,16351052,-16.4,-1.671,21.35,2.2198
2023-09-07,AXISBANK.NS,Axis Bank,Banking,965.05,979.8,963.1,978.2,8686550,13.15,1.3626,16.7,1.734
2023-09-08,AXISBANK.NS,Axis Bank,Banking,978.2,987.3,972.5,980.3,6439351,2.1,0.2147,14.8,1.5218
2023-09-11,AXISBANK.NS,Axis Bank,Banking,981.8,1004.0,979.0,1000.4,7130484,20.1,2.0504,25.0,2.5536
2023-09-12,AXISBANK.NS,Axis Bank,Banking,1010.0,1010.0,998.05,1000.9,8958327,0.5,0.05,11.95,1.1973
2023-09-13,AXISBANK.NS,Axis Bank,Banking,1002.95,1017.0,993.7,1014.45,12254423,13.55,1.3538,23.3,2.3448
2023-09-14,AXISBANK.NS,Axis Bank,Banking,1014.45,1022.4,1009.05,1020.9,7855558,6.45,0.6358,13.35,1.323
2023-09-15,AXISBANK.NS,Axis Bank,Banking,1021.0,1031.75,1014.55,1027.15,8986157,6.25,0.6122,17.2,1.6953
2023-09-18,AXISBANK.NS,Axis Bank,Banking,1021.55,1029.9,1019.0,1024.75,6397319,-2.4,-0.2337,10.9,1.0697
2023-09-20,AXISBANK.NS,Axis Bank,Banking,1012.3,1047.5,1012.3,1027.3,13619788,2.55,0.2488,35.2,3.4772
2023-09-21,AXISBANK.NS,Axis Bank,Banking,1026.6,1033.6,1012.1,1014.45,8156588,-12.85,-1.2509,21.5,2.1243
2023-09-22,AXISBANK.NS,Axis Bank,Banking,1010.0,1027.25,1008.0,1018.25,7108110,3.8,0.3746,19.25,1.9097
2023-09-25,AXISBANK.NS,Axis Bank,Banking,1015.2,1026.0,1005.15,1018.95,7123890,0.7,0.0687,20.85,2.0743
2023-09-26,AXISBANK.NS,Axis Bank,Banking,1019.0,1020.7,1011.0,1014.15,6387615,-4.8,-0.4711,9.7,0.9594
2023-09-27,AXISBANK.NS,Axis Bank,Banking,1009.95,1027.95,1004.0,1025.2,5158686,11.0499,1.0896,23.95,2.3855
2023-09-28,AXISBANK.NS,Axis Bank,Banking,1027.0,1037.95,1025.2,1030.9,15818489,5.7001,0.556,12.75,1.2437
2023-09-29,AXISBANK.NS,Axis Bank,Banking,1030.9,1041.0,1024.5,1036.7,9528626,5.7999,0.5626,16.5,1.6105
2023-10-03,AXISBANK.NS,Axis Bank,Banking,1035.0,1044.7,1032.6,1041.05,11589322,4.3501,0.4196,12.1,1.1718
2023-10-04,AXISBANK.NS,Axis Bank,Banking,1035.35,1037.0,988.85,995.55,22584212,-45.5001,-4.3706,48.15,4.8693
2023-10-05,AXISBANK.NS,Axis Bank,Banking,1000.0,1009.2,988.9,1003.25,7950412,7.7,0.7734,20.3,2.0528
2023-10-06,AXISBANK.NS,Axis Bank,Banking,1005.0,1008.0,999.4,1000.95,5289753,-2.3,-0.2293,8.6,0.8605
2023-10-09,AXISBANK.NS,Axis Bank,Banking,994.8,999.7,988.25,996.25,6823214,-4.7,-0.4696,11.45,1.1586
2023-10-10,AXISBANK.NS,Axis Bank,Banking,999.9,1014.95,996.5,1012.25,5728499,16.0,1.606,18.45,1.8515
2023-10-11,AXISBANK.NS,Axis Bank,Banking,1019.0,1025.65,1012.0,1019.1,7396783,6.85,0.6767,13.65,1.3488
2023-10-12,AXISBANK.NS,Axis Bank,Banking,1022.0,1031.0,1014.95,1018.45,4920222,-0.65,-0.0638,16.05,1.5814
2023-10-13,AXISBANK.NS,Axis Bank,Banking,1009.0,1011.45,992.25,994.05,12173162,-24.4,-2.3958,19.2,1.935
2023-10-16,AXISBANK.NS,Axis Bank,Banking,990.0,1009.45,990.0,1004.8,4646960,10.75,1.0814,19.45,1.9646
2023-10-17,AXISBANK.NS,Axis Bank,Banking,1008.85,1014.7,1003.1,1008.05,6105067,3.25,0.3234,11.6,1.1564
2023-10-18,AXISBANK.NS,Axis Bank,Banking,1010.0,1014.1,989.35,992.85,7818946,-15.2,-1.5079,24.75,2.5016
2023-10-19,AXISBANK.NS,Axis Bank,Banking,979.7,999.0,979.7,991.4,4836625,-1.45,-0.146,19.3,1.97
2023-10-20,AXISBANK.NS,Axis Bank,Banking,989.0,992.9,977.75,980.35,5664400,-11.05,-1.1146,15.15,1.5495
2023-10-23,AXISBANK.NS,Axis Bank,Banking,980.0,984.9,961.1,964.3,5896695,-16.05,-1.6372,23.8,2.4763
2023-10-25,AXISBANK.NS,Axis Bank,Banking,960.0,974.0,951.4,955.45,6957048,-8.85,-0.9178,22.6,2.3754
2023-10-26,AXISBANK.NS,Axis Bank,Banking,956.0,975.0,952.75,972.05,17540495,16.6,1.7374,22.25,2.3353
2023-10-27,AXISBANK.NS,Axis Bank,Banking,980.0,1004.75,973.3,1002.75,13443016,30.7,3.1583,31.45,3.2313
2023-10-30,AXISBANK.NS,Axis Bank,Banking,1002.75,1002.75,979.2,989.2,5270567,-13.55,-1.3513,23.55,2.405
2023-10-31,AXISBANK.NS,Axis Bank,Banking,998.0,998.0,978.0,981.85,7816805,-7.35,-0.743,20.0,2.045
2023-11-01,AXISBANK.NS,Axis Bank,Banking,977.85,979.3,968.0,971.8,5703984,-10.05,-1.0236,11.3,1.1674
2023-11-02,AXISBANK.NS,Axis Bank,Banking,978.0,988.35,974.0,982.95,5193982,11.15,1.1474,14.35,1.4733
2023-11-03,AXISBANK.NS,Axis Bank,Banking,986.0,991.4,981.5,988.85,4268048,5.9,0.6002,9.9,1.0087
2023-11-06,AXISBANK.NS,Axis Bank,Banking,995.0,1016.2,993.1,1009.4,6552178,20.55,2.0782,23.1,2.3261
2023-11-07,AXISBANK.NS,Axis Bank,Banking,1008.0,1022.2,1005.25,1020.9,6559859,11.5,1.1393,16.95,1.6861
2023-11-08,AXISBANK.NS,Axis Bank,Banking,1024.0,1026.95,1015.6,1021.7,7643314,0.8,0.0784,11.35,1.1176
2023-11-09,AXISBANK.NS,Axis Bank,Banking,1024.75,1028.85,1016.65,1021.9,4407935,0.2,0.0196,12.2,1.2
2023-11-10,AXISBANK.NS,Axis Bank,Banking,1017.9,1031.0,1016.65,1029.2,3294063,7.2999,0.7143,14.35,1.4115
2023-11-13,AXISBANK.NS,Axis Bank,Banking,1030.05,1031.85,1023.5,1025.35,5985481,-3.85,-0.3741,8.35,0.8158
2023-11-15,AXISBANK.NS,Axis Bank,Banking,1045.0,1045.0,1031.55,1041.35,7240388,16.0,1.5604,13.45,1.3039
2023-11-16,AXISBANK.NS,Axis Bank,Banking,1042.8,1044.0,1022.15,1026.35,6908825,-15.0,-1.4404,21.85,2.1376
2023-11-17,AXISBANK.NS,Axis Bank,Banking,1014.9,1020.0,991.85,994.35,13268353,-32.0,-3.1178,28.15,2.8381
2023-11-20,AXISBANK.NS,Axis Bank,Banking,981.0,994.75,980.35,988.7,8215656,-5.65,-0.5682,14.4,1.4689
2023-11-21,AXISBANK.NS,Axis Bank,Banking,989.95,997.5,986.65,991.8,7061614,3.1,0.3135,10.85,1.0997
2023-11-22,AXISBANK.NS,Axis Bank,Banking,991.0,999.9,988.0,998.1,6103988,6.3,0.6352,11.9,1.2045
2023-11-23,AXISBANK.NS,Axis Bank,Banking,999.0,1003.4,995.4,999.05,3112891,0.95,0.0952,8.0,0.8037
2023-11-24,AXISBANK.NS,Axis Bank,Banking,1002.0,1010.75,999.7,1008.5,6956281,9.45,0.9459,11.05,1.1053
2023-11-28,AXISBANK.NS,Axis Bank,Banking,1013.05,1021.95,1009.25,1021.15,6173384,12.65,1.2543,12.7,1.2584
2023-11-29,AXISBANK.NS,Axis Bank,Banking,1027.15,1063.5,1021.15,1060.15,9422396,39.0,3.8192,42.35,4.1473
2023-11-30,AXISBANK.NS,Axis Bank,Banking,1062.7,1080.9,1055.45,1074.25,24755589,14.1,1.33,25.4501,2.4113
2023-12-01,AXISBANK.NS,Axis Bank,Banking,1075.4,1109.0,1070.2,1104.65,14428758,30.4,2.8299,38.8,3.6255
2023-12-04,AXISBANK.NS,Axis Bank,Banking,1120.5,1129.0,1099.1,1125.6,14043213,20.95,1.8965,29.9,2.7204
2023-12-05,AXISBANK.NS,Axis Bank,Banking,1136.8,1151.85,1127.15,1132.45,15804808,6.85,0.6086,24.7,2.1914
2023-12-06,AXISBANK.NS,Axis Bank,Banking,1135.1,1145.7,1117.95,1120.5,7342767,-11.95,-1.0552,27.75,2.4822
2023-12-07,AXISBANK.NS,Axis Bank,Banking,1119.25,1129.6,1108.5,1117.85,6439419,-2.65,-0.2365,21.1,1.9035
2023-12-08,AXISBANK.NS,Axis Bank,Banking,1115.85,1134.35,1111.5,1131.2,7300989,13.35,1.1943,22.85,2.0558
2023-12-11,AXISBANK.NS,Axis Bank,Banking,1129.0,1139.4,1113.85,1116.5,6924589,-14.7,-1.2995,25.55,2.2939
2023-12-12,AXISBANK.NS,Axis Bank,Banking,1120.0,1133.9,1109.0,1131.0,9044111,14.5,1.2987,24.9,2.2453
2023-12-13,AXISBANK.NS,Axis Bank,Banking,1150.0,1151.0,1111.45,1114.85,8184523,-16.15,-1.4279,39.55,3.5584
2023-12-14,AXISBANK.NS,Axis Bank,Banking,1132.4,1138.6,1117.9,1120.45,9421193,5.6,0.5023,20.7,1.8517
2023-12-15,AXISBANK.NS,Axis Bank,Banking,1119.2,1127.85,1108.6,1120.35,12048410,-0.1,-0.0089,19.25,1.7364
2023-12-18,AXISBANK.NS,Axis Bank,Banking,1119.7,1120.0,1107.2,1111.35,7922468,-9.0,-0.8033,12.8,1.1561
2023-12-19,AXISBANK.NS,Axis Bank,Banking,1123.8,1126.85,1114.2,1120.25,6824641,8.9,0.8008,12.65,1.1353
2023-12-20,AXISBANK.NS,Axis Bank,Banking,1122.0,1123.85,1102.7,1110.25,9848057,-10.0,-0.8927,21.15,1.918
2023-12-21,AXISBANK.NS,Axis Bank,Banking,1103.9,1103.9,1077.2,1095.4,10914682,-14.85,-1.3375,26.7001,2.4787
2023-12-22,AXISBANK.NS,Axis Bank,Banking,1095.4,1106.3,1085.8,1088.3,10600025,-7.1,-0.6482,20.5,1.888
2023-12-26,AXISBANK.NS,Axis Bank,Banking,1091.2,1100.65,1086.7,1094.25,5687517,5.95,0.5467,13.9501,1.2837
2023-12-27,AXISBANK.NS,Axis Bank,Banking,1096.05,1110.55,1089.65,1106.35,6132936,12.1,1.1058,20.9,1.918
2023-12-28,AXISBANK.NS,Axis Bank,Banking,1107.25,1113.0,1098.0,1107.85,14097667,1.5,0.1356,15.0,1.3661
2023-12-29,AXISBANK.NS,Axis Bank,Banking,1101.45,1106.85,1093.95,1102.3,8786731,-5.5499,-0.501,12.9,1.1792
2024-01-01,AXISBANK.NS,Axis Bank,Banking,1095.0,1104.0,1093.0,1097.7,4083732,-4.6001,-0.4173,11.0,1.0064
2024-01-02,AXISBANK.NS,Axis Bank,Banking,1095.1,1099.35,1082.3,1093.25,7895577,-4.45,-0.4054,17.0499,1.5753
2024-01-03,AXISBANK.NS,Axis Bank,Banking,1091.0,1102.6,1081.3,1098.6,10225290,5.35,0.4894,21.2999,1.9698
2024-01-04,AXISBANK.NS,Axis Bank,Banking,1103.0,1130.0,1100.05,1123.4,11411683,24.8,2.2574,29.95,2.7226
2024-01-05,AXISBANK.NS,Axis Bank,Banking,1124.0,1139.9,1119.0,1136.95,8025466,13.5499,1.2062,20.9,1.8677
2024-01-08,AXISBANK.NS,Axis Bank,Banking,1145.0,1146.0,1118.5,1122.0,4735538,-14.95,-1.3149,27.5,2.4586
2024-01-09,AXISBANK.NS,Axis Bank,Banking,1128.55,1135.55,1112.35,1116.55,6359362,-5.45,-0.4857,23.2001,2.0857
2024-01-10,AXISBANK.NS,Axis Bank,Banking,1115.25,1116.0,1099.05,1107.0,5934163,-9.55,-0.8553,16.95,1.5422
2024-01-11,AXISBANK.NS,Axis Bank,Banking,1111.05,1127.9,1111.05,1125.75,4683035,18.75,1.6938,16.85,1.5166
2024-01-12,AXISBANK.NS,Axis Bank,Banking,1126.35,1129.45,1118.05,1120.35,5616755,-5.4,-0.4797,11.3999,1.0196
2024-01-15,AXISBANK.NS,Axis Bank,Banking,1122.0,1130.45,1116.6,1119.5,6719079,-0.85,-0.0759,13.85,1.2404
2024-01-16,AXISBANK.NS,Axis Bank,Banking,1116.65,1127.8,1115.1,1119.1,5229753,-0.4,-0.0357,12.7001,1.1389
2024-01-17,AXISBANK.NS,Axis Bank,Banking,1082.0,1115.0,1079.2,1082.3,24913719,-36.7999,-3.2884,35.8,3.3173
2024-01-18,AXISBANK.NS,Axis Bank,Banking,1066.0,1108.75,1066.0,1097.5,11473135,15.2,1.4044,42.75,4.0103
2024-01-19,AXISBANK.NS,Axis Bank,Banking,1107.15,1126.3,1105.0,1116.55,12303696,19.05,1.7358,21.3,1.9276
2024-01-23,AXISBANK.NS,Axis Bank,Banking,1125.9,1141.6,1078.8,1089.25,18924087,-27.3,-2.445,62.7999,5.8213
2024-01-24,AXISBANK.NS,Axis Bank,Banking,1034.8,1073.2,1020.9,1059.15,20884046,-30.1,-2.7634,52.2999,5.1229
2024-01-25,AXISBANK.NS,Axis Bank,Banking,1058.0,1063.7,1025.8,1042.25,20835434,-16.9,-1.5956,37.8999,3.6947
2024-01-29,AXISBANK.NS,Axis Bank,Banking,1036.0,1068.0,1036.0,1061.25,11188604,19.0,1.823,32.0,3.0888
2024-01-30,AXISBANK.NS,Axis Bank,Banking,1060.05,1070.45,1050.8,1054.1,9426983,-7.15,-0.6737,19.6499,1.87
2024-01-31,AXISBANK.NS,Axis Bank,Banking,1048.2,1084.1,1042.7,1067.75,12600390,13.65,1.2949,41.4,3.9705
2024-02-01,AXISBANK.NS,Axis Bank,Banking,1072.65,1087.65,1056.8,1084.25,9756682,16.5,1.5453,30.85,2.9192
2024-02-02,AXISBANK.NS,Axis Bank,Banking,1088.05,1096.2,1065.0,1067.05,8667415,-17.2,-1.5863,31.2,2.9296
2024-02-05,AXISBANK.NS,Axis Bank,Banking,1067.05,1079.5,1058.0,1061.5,12569454,-5.55,-0.5201,21.5,2.0321
2024-02-06,AXISBANK.NS,Axis Bank,Banking,1061.55,1065.1,1048.2,1050.05,8011171,-11.45,-1.0787,16.9,1.6123
2024-02-07,AXISBANK.NS,Axis Bank,Banking,1061.05,1073.7,1057.5,1069.1,7281793,19.0499,1.8142,16.2,1.5319
2024-02-08,AXISBANK.NS,Axis Bank,Banking,1072.0,1075.6,1031.65,1035.9,9869141,-33.2,-3.1054,43.95,4.2602
